City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches),Current Temp
554,Posevnaya,RU,54.3,83.33,51.12,95,1,4.68,clear sky,0.0,0.0,51.12
555,Sokolo,ML,14.73,-6.12,95.86,31,100,8.12,overcast clouds,0.0,0.0,95.86
556,Port-Cartier,CA,50.03,-66.87,63.0,93,90,11.41,mist,0.0,0.0,62.8
557,Yanam,IN,16.73,82.22,79.74,86,100,2.98,overcast clouds,0.0,0.0,79.74
558,Tainan,TW,22.99,120.21,81.0,72,75,10.29,moderate rain,0.0,0.0,81.0
559,Shache,CN,38.42,77.24,80.24,21,97,23.24,overcast clouds,0.0,0.0,80.24
560,Shelburne,CA,44.08,-80.2,89.6,52,1,4.7,clear sky,0.0,0.0,85.44
561,General Roca,AR,-39.03,-67.58,51.8,34,0,12.75,clear sky,0.0,0.0,51.8
562,Komsomolskiy,UZ,40.43,71.72,69.8,64,90,11.41,thunderstorm with light rain,0.0,0.0,69.8
563,Alberton,CA,46.82,-64.07,70.68,83,2,10.29,clear sky,0.0,0.0,70.68
564,Emporia,US,38.4,-96.18,89.6,52,1,8.05,clear sky,0.0,0.0,89.6
565,Saldanha,ZA,-33.01,17.94,51.8,81,82,6.93,light rain,0.94,0.0,51.8
566,Pingliang,CN,35.54,106.69,63.68,86,100,2.59,light rain,0.61,0.0,63.68
